patient_amka,first_name,last_name,phone_number,email
30000000344,Dimitra,Papadopoulos,2144287738,dimitra.papadopoulos3177@contact.example
30000000344,Theodoros,Theodorou,2138164321,theodoros.theodorou2319@contact.example
30000000345,Dimitris,Kostopoulos,2106462554,dimitris.kostopoulos694@contact.example
30000000346,Eleni,Alexiou,2103153888,eleni.alexiou2924@contact.example
30000000346,Anna,Vasiliou,2152790504,anna.vasiliou943@contact.example
30000000347,Eleni,Kostopoulos,2118093391,eleni.kostopoulos3244@contact.example
30000000348,Dimitra,Lazarou,2180023009,dimitra.lazarou1749@contact.example
30000000348,Marios,Sotiriou,2161829803,marios.sotiriou6182@contact.example
30000000349,Dimitris,Sotiriou,2118941843,dimitris.sotiriou3791@contact.example
30000000349,Theodoros,Pavlidis,2175092632,theodoros.pavlidis2584@contact.example
30000000351,Theodoros,Ioannou,2191062715,theodoros.ioannou3488@contact.example
30000000352,Vasilis,Pavlidis,2144013480,vasilis.pavlidis8648@contact.example
30000000352,Christos,Sotiriou,2135437882,christos.sotiriou6676@contact.example
30000000354,Despoina,Petrou,2196932591,despoina.petrou4824@contact.example
30000000354,Giorgos,Sotiriou,2184993231,giorgos.sotiriou3031@contact.example
30000000358,Despoina,Sotiriou,2148400273,despoina.sotiriou17@contact.example
30000000358,Giorgos,Athanasiou,2186966101,giorgos.athanasiou6344@contact.example
30000000359,Nikos,Kostopoulos,2162839762,nikos.kostopoulos825@contact.example
30000000360,Despoina,Nikolaou,2177602991,despoina.nikolaou4318@contact.example
30000000360,Giorgos,Ioannou,2188413337,giorgos.ioannou3803@contact.example
30000000362,Katerina,Vasiliou,2144902950,katerina.vasiliou2308@contact.example
30000000362,Natalia,Ioannou,2148016440,natalia.ioannou3875@contact.example
30000000366,Giorgos,Sotiriou,2158714692,giorgos.sotiriou1194@contact.example
30000000368,Katerina,Athanasiou,2111457887,katerina.athanasiou587@contact.example
30000000368,Anastasia,Athanasiou,2171523867,anastasia.athanasiou6398@contact.example
30000000369,Evangelia,Ioannou,2187225893,evangelia.ioannou8093@contact.example
30000000369,Dimitra,Papadopoulos,2185806235,dimitra.papadopoulos850@contact.example
30000000370,Theodoros,Kostopoulos,2196325942,theodoros.kostopoulos4041@contact.example
30000000370,Panagiota,Georgiou,2189463389,panagiota.georgiou1690@contact.example
30000000371,Petros,Petrou,2189513818,petros.petrou6410@contact.example
30000000371,Stavros,Petrou,2107846850,stavros.petrou9993@contact.example
30000000372,Marios,Konstantinou,2134015364,marios.konstantinou1446@contact.example
30000000372,Marios,Vasiliou,2171553132,marios.vasiliou5999@contact.example
30000000373,Theodoros,Konstantinou,2181987809,theodoros.konstantinou2157@contact.example
30000000374,Michalis,Sotiriou,2178744227,michalis.sotiriou5536@contact.example
30000000374,Eleni,Petrou,2148596559,eleni.petrou4720@contact.example
30000000376,Eleni,Konstantinou,2166997273,eleni.konstantinou6932@contact.example
30000000376,Christos,Alexiou,2174620258,christos.alexiou2748@contact.example
30000000377,Dimitra,Papadopoulos,2118364723,dimitra.papadopoulos9057@contact.example
30000000380,Chrysoula,Georgiou,2116591438,chrysoula.georgiou9022@contact.example
30000000381,Dimitra,Alexiou,2173264309,dimitra.alexiou5450@contact.example
30000000381,Spyros,Lazarou,2149791279,spyros.lazarou9540@contact.example
30000000382,Petros,Georgiou,2120125608,petros.georgiou3088@contact.example
30000000382,Panagiotis,Papadopoulos,2104879788,panagiotis.papadopoulos8289@contact.example
30000000384,Vasilis,Kostopoulos,2148309309,vasilis.kostopoulos6809@contact.example
30000000386,Dimitra,Theodorou,2130493665,dimitra.theodorou3415@contact.example
30000000386,Katerina,Papadopoulos,2127481242,katerina.papadopoulos1646@contact.example
30000000388,Vasilis,Ioannou,2158585642,vasilis.ioannou3474@contact.example
30000000389,Nikos,Kostopoulos,2116690632,nikos.kostopoulos2073@contact.example
30000000389,Natalia,Vasiliou,2181554203,natalia.vasiliou4677@contact.example
30000000390,Stavros,Vasiliou,2162347124,stavros.vasiliou7566@contact.example
30000000392,Christos,Nikolaou,2130735104,christos.nikolaou5917@contact.example
30000000393,Maria,Papadopoulos,2131805339,maria.papadopoulos6596@contact.example
30000000394,Theodoros,Ioannou,2161459011,theodoros.ioannou829@contact.example
30000000395,Dimitris,Petrou,2120499809,dimitris.petrou4877@contact.example
30000000395,Panagiota,Lazarou,2197698731,panagiota.lazarou3255@contact.example
30000000397,Giannis,Papadopoulos,2137087821,giannis.papadopoulos1459@contact.example
30000000397,Michalis,Papadopoulos,2120418135,michalis.papadopoulos9365@contact.example
30000000399,Marios,Kostopoulos,2112369149,marios.kostopoulos6607@contact.example
30000000400,Vasiliki,Athanasiou,2104095314,vasiliki.athanasiou1449@contact.example
30000000401,Despoina,Lazarou,2162409649,despoina.lazarou6166@contact.example
30000000401,Theodoros,Pavlidis,2134960478,theodoros.pavlidis5119@contact.example
30000000406,Evangelia,Theodorou,2106782141,evangelia.theodorou7256@contact.example
30000000406,Spyros,Ioannou,2181359266,spyros.ioannou4343@contact.example
30000000407,Marios,Sotiriou,2101192920,marios.sotiriou7828@contact.example
30000000408,Panagiota,Georgiou,2118945590,panagiota.georgiou6210@contact.example
30000000408,Maria,Papadopoulos,2100994248,maria.papadopoulos9509@contact.example
30000000409,Marios,Ioannou,2157758097,marios.ioannou5055@contact.example
30000000410,Georgia,Petrou,2130062212,georgia.petrou2493@contact.example
30000000410,Andreas,Georgiou,2176774625,andreas.georgiou1104@contact.example
30000000411,Theodoros,Kostopoulos,2178231299,theodoros.kostopoulos5872@contact.example
30000000411,Christos,Alexiou,2104726426,christos.alexiou1248@contact.example
30000000412,Panagiotis,Petrou,2148242183,panagiotis.petrou8249@contact.example
30000000412,Marios,Alexiou,2145400644,marios.alexiou6020@contact.example
30000000414,Katerina,Papadopoulos,2119630453,katerina.papadopoulos544@contact.example
30000000414,Theodoros,Konstantinou,2135882493,theodoros.konstantinou5424@contact.example
30000000415,Spyros,Vasiliou,2154460838,spyros.vasiliou5925@contact.example
30000000416,Dimitra,Ioannou,2199969882,dimitra.ioannou9812@contact.example
30000000416,Nikos,Vasiliou,2157927147,nikos.vasiliou2254@contact.example
30000000420,Panagiota,Georgiou,2135469510,panagiota.georgiou60@contact.example
30000000420,Vasilis,Theodorou,2107620545,vasilis.theodorou9640@contact.example
30000000423,Sofia,Nikolaou,2178791505,sofia.nikolaou9689@contact.example
30000000423,Michalis,Georgiou,2157197609,michalis.georgiou3879@contact.example
30000000424,Stavros,Alexiou,2121755851,stavros.alexiou7546@contact.example
30000000424,Maria,Kostopoulos,2141274692,maria.kostopoulos1223@contact.example
30000000425,Nikos,Sotiriou,2145421854,nikos.sotiriou6109@contact.example
30000000426,Chrysoula,Petrou,2164072324,chrysoula.petrou7701@contact.example
30000000426,Panagiotis,Pavlidis,2128954001,panagiotis.pavlidis7955@contact.example
30000000429,Eleni,Kostopoulos,2169893652,eleni.kostopoulos9752@contact.example
30000000429,Spyros,Vasiliou,2171619827,spyros.vasiliou3313@contact.example
30000000430,Chrysoula,Vasiliou,2135748352,chrysoula.vasiliou6893@contact.example
30000000431,Despoina,Dimitriou,2164628055,despoina.dimitriou870@contact.example
30000000432,Chrysoula,Sotiriou,2151074091,chrysoula.sotiriou3827@contact.example
30000000434,Evangelia,Papadopoulos,2115153259,evangelia.papadopoulos4254@contact.example
30000000434,Christos,Athanasiou,2195074071,christos.athanasiou7258@contact.example
30000000437,Sofia,Konstantinou,2100696801,sofia.konstantinou8958@contact.example
30000000438,Natalia,Dimitriou,2100677625,natalia.dimitriou5376@contact.example
30000000439,Panagiotis,Athanasiou,2192334511,panagiotis.athanasiou250@contact.example
30000000439,Dimitra,Sotiriou,2109060530,dimitra.sotiriou8864@contact.example
30000000440,Katerina,Sotiriou,2187592129,katerina.sotiriou9726@contact.example
30000000440,Ioanna,Ioannou,2142603362,ioanna.ioannou139@contact.example
30000000443,Evangelia,Dimitriou,2178931869,evangelia.dimitriou2533@contact.example
30000000444,Giannis,Athanasiou,2132204144,giannis.athanasiou7984@contact.example
30000000444,Spyros,Athanasiou,2132811659,spyros.athanasiou9871@contact.example
30000000446,Chrysoula,Konstantinou,2119832102,chrysoula.konstantinou9802@contact.example
30000000447,Panagiotis,Georgiou,2191316708,panagiotis.georgiou916@contact.example
30000000448,Andreas,Sotiriou,2144076634,andreas.sotiriou9907@contact.example
30000000448,Ioanna,Dimitriou,2139650496,ioanna.dimitriou2741@contact.example
30000000451,Eleni,Kostopoulos,2160545769,eleni.kostopoulos4401@contact.example
30000000451,Maria,Petrou,2176945353,maria.petrou7154@contact.example
30000000452,Evangelia,Papadopoulos,2195948152,evangelia.papadopoulos6539@contact.example
30000000452,Georgia,Georgiou,2155966472,georgia.georgiou1849@contact.example
30000000455,Chrysoula,Alexiou,2187447017,chrysoula.alexiou3179@contact.example
30000000457,Natalia,Athanasiou,2122142573,natalia.athanasiou1965@contact.example
30000000458,Anastasia,Georgiou,2186209297,anastasia.georgiou4033@contact.example
30000000459,Stavros,Lazarou,2173532366,stavros.lazarou1428@contact.example
30000000462,Natalia,Theodorou,2192225606,natalia.theodorou2999@contact.example
30000000462,Anna,Alexiou,2195350637,anna.alexiou4009@contact.example
30000000464,Nikos,Petrou,2154912151,nikos.petrou7015@contact.example
30000000466,Michalis,Alexiou,2196789760,michalis.alexiou9280@contact.example
30000000466,Eleni,Kostopoulos,2131267731,eleni.kostopoulos9863@contact.example
30000000467,Anastasia,Vasiliou,2131916543,anastasia.vasiliou506@contact.example
30000000467,Eleni,Athanasiou,2195231202,eleni.athanasiou1984@contact.example
30000000468,Katerina,Athanasiou,2167649797,katerina.athanasiou5072@contact.example
30000000469,Theodoros,Vasiliou,2196927711,theodoros.vasiliou9265@contact.example
30000000469,Panagiota,Petrou,2129635305,panagiota.petrou9725@contact.example
30000000470,Anna,Konstantinou,2159654663,anna.konstantinou4892@contact.example
30000000470,Marios,Sotiriou,2144344149,marios.sotiriou1988@contact.example
30000000471,Anastasia,Pavlidis,2122309586,anastasia.pavlidis2103@contact.example
30000000471,Georgia,Theodorou,2173988941,georgia.theodorou4083@contact.example
30000000472,Giannis,Lazarou,2120300449,giannis.lazarou7092@contact.example
30000000472,Natalia,Vasiliou,2161293900,natalia.vasiliou2318@contact.example
30000000475,Anastasia,Konstantinou,2168680085,anastasia.konstantinou2308@contact.example
30000000478,Kostas,Athanasiou,2167507627,kostas.athanasiou9989@contact.example
30000000478,Georgia,Petrou,2153024530,georgia.petrou1282@contact.example
30000000479,Despoina,Theodorou,2101722240,despoina.theodorou6117@contact.example
30000000479,Nikos,Kostopoulos,2164871775,nikos.kostopoulos4268@contact.example
30000000480,Nikos,Sotiriou,2195668448,nikos.sotiriou2416@contact.example
30000000480,Petros,Kostopoulos,2133791212,petros.kostopoulos1386@contact.example
30000000482,Panagiotis,Georgiou,2105422162,panagiotis.georgiou6175@contact.example
30000000483,Maria,Pavlidis,2199504702,maria.pavlidis170@contact.example
30000000483,Natalia,Petrou,2196851953,natalia.petrou7344@contact.example
30000000484,Giannis,Papadopoulos,2161658129,giannis.papadopoulos2193@contact.example
30000000484,Giorgos,Athanasiou,2159229411,giorgos.athanasiou5286@contact.example
30000000487,Andreas,Alexiou,2101918548,andreas.alexiou8803@contact.example
30000000488,Theodoros,Athanasiou,2164641962,theodoros.athanasiou3567@contact.example
30000000488,Andreas,Athanasiou,2121926221,andreas.athanasiou3168@contact.example
30000000489,Sofia,Konstantinou,2199498128,sofia.konstantinou3264@contact.example
30000000493,Georgia,Georgiou,2118835279,georgia.georgiou1038@contact.example
30000000493,Eleni,Kostopoulos,2150677610,eleni.kostopoulos6923@contact.example
30000000494,Anastasia,Nikolaou,2159698384,anastasia.nikolaou5734@contact.example
30000000494,Vasiliki,Kostopoulos,2120266568,vasiliki.kostopoulos6300@contact.example
30000000495,Panagiota,Athanasiou,2107429907,panagiota.athanasiou4393@contact.example
30000000496,Vasiliki,Athanasiou,2174859946,vasiliki.athanasiou4519@contact.example
30000000497,Ioanna,Konstantinou,2180445092,ioanna.konstantinou8434@contact.example
30000000498,Panagiotis,Vasiliou,2184581308,panagiotis.vasiliou8842@contact.example
30000000498,Sofia,Pavlidis,2130574883,sofia.pavlidis9749@contact.example
30000000499,Theodoros,Nikolaou,2199530564,theodoros.nikolaou1591@contact.example
30000000499,Katerina,Vasiliou,2193784679,katerina.vasiliou849@contact.example
