amka,first_name,last_name,age,email,phone_number,hiring_date,personnel_type
10000000235,Panagiota,Alexiou,33,panagiota.alexiou236@yg-eupolis.gr,6939559059,2024-08-22,NURSE
10000000236,Andreas,Dimitriou,43,andreas.dimitriou237@yg-eupolis.gr,6942701039,2016-11-27,NURSE
10000000237,Spyros,Kostopoulos,38,spyros.kostopoulos238@yg-eupolis.gr,6932525002,2025-02-26,NURSE
10000000238,Theodoros,Nikolaou,44,theodoros.nikolaou239@yg-eupolis.gr,6951569154,2019-03-27,NURSE
10000000239,Dimitris,Theodorou,48,dimitris.theodorou240@yg-eupolis.gr,6952895392,2020-06-26,NURSE
10000000240,Anna,Theodorou,32,anna.theodorou241@yg-eupolis.gr,6909690295,2016-12-14,NURSE
10000000241,Christos,Kostopoulos,38,christos.kostopoulos242@yg-eupolis.gr,6913552157,2012-04-03,NURSE
10000000242,Sofia,Dimitriou,30,sofia.dimitriou243@yg-eupolis.gr,6941006762,2021-04-14,NURSE
10000000243,Evangelia,Ioannou,50,evangelia.ioannou244@yg-eupolis.gr,6917932710,2018-08-12,NURSE
10000000244,Panagiotis,Vasiliou,27,panagiotis.vasiliou245@yg-eupolis.gr,6926218159,2022-10-29,NURSE
10000000245,Vasilis,Athanasiou,28,vasilis.athanasiou246@yg-eupolis.gr,6920153368,2024-02-11,NURSE
10000000246,Despoina,Vasiliou,23,despoina.vasiliou247@yg-eupolis.gr,6906987205,2012-02-01,NURSE
10000000247,Eleni,Vasiliou,32,eleni.vasiliou248@yg-eupolis.gr,6997310324,2013-11-02,NURSE
10000000248,Chrysoula,Nikolaou,29,chrysoula.nikolaou249@yg-eupolis.gr,6974186256,2020-04-14,NURSE
10000000249,Petros,Papadopoulos,42,petros.papadopoulos250@yg-eupolis.gr,6943490211,2019-09-17,NURSE
10000000250,Natalia,Konstantinou,45,natalia.konstantinou251@yg-eupolis.gr,6968687937,2018-09-14,NURSE
10000000251,Vasilis,Alexiou,50,vasilis.alexiou252@yg-eupolis.gr,6989899217,2015-11-17,NURSE
10000000252,Kostas,Sotiriou,32,kostas.sotiriou253@yg-eupolis.gr,6961632945,2013-07-02,NURSE
10000000253,Vasilis,Pavlidis,45,vasilis.pavlidis254@yg-eupolis.gr,6948709986,2014-07-10,NURSE
10000000254,Katerina,Georgiou,46,katerina.georgiou255@yg-eupolis.gr,6911914856,2017-12-03,NURSE
10000000255,Despoina,Kostopoulos,47,despoina.kostopoulos256@yg-eupolis.gr,6902462996,2012-11-13,NURSE
10000000256,Evangelia,Alexiou,50,evangelia.alexiou257@yg-eupolis.gr,6907450544,2018-04-15,NURSE
10000000257,Chrysoula,Theodorou,31,chrysoula.theodorou258@yg-eupolis.gr,6932475469,2014-01-01,NURSE
10000000258,Petros,Dimitriou,41,petros.dimitriou259@yg-eupolis.gr,6978508214,2023-05-14,NURSE
10000000259,Katerina,Sotiriou,44,katerina.sotiriou260@yg-eupolis.gr,6902330307,2013-02-18,NURSE
10000000260,Anna,Dimitriou,39,anna.dimitriou261@yg-eupolis.gr,6978610357,2025-04-28,NURSE
10000000261,Katerina,Lazarou,52,katerina.lazarou262@yg-eupolis.gr,6955241406,2013-02-10,NURSE
10000000262,Michalis,Konstantinou,35,michalis.konstantinou263@yg-eupolis.gr,6933346800,2022-08-19,NURSE
10000000263,Marios,Georgiou,25,marios.georgiou264@yg-eupolis.gr,6949446657,2017-08-26,NURSE
10000000264,Petros,Vasiliou,35,petros.vasiliou265@yg-eupolis.gr,6996910858,2025-04-26,NURSE
10000000265,Georgia,Athanasiou,23,georgia.athanasiou266@yg-eupolis.gr,6954544432,2023-08-08,NURSE
10000000266,Christos,Papadopoulos,28,christos.papadopoulos267@yg-eupolis.gr,6952074466,2020-09-15,NURSE
10000000267,Andreas,Theodorou,34,andreas.theodorou268@yg-eupolis.gr,6938758428,2016-01-23,NURSE
10000000268,Eleni,Kostopoulos,36,eleni.kostopoulos269@yg-eupolis.gr,6982513534,2021-06-06,NURSE
10000000269,Panagiota,Vasiliou,37,panagiota.vasiliou270@yg-eupolis.gr,6917099917,2016-05-12,NURSE
10000000270,Michalis,Athanasiou,44,michalis.athanasiou271@yg-eupolis.gr,6960223569,2022-04-06,NURSE
10000000271,Panagiotis,Lazarou,33,panagiotis.lazarou272@yg-eupolis.gr,6917525007,2018-02-18,NURSE
10000000272,Theodoros,Sotiriou,46,theodoros.sotiriou273@yg-eupolis.gr,6927129666,2021-08-15,NURSE
10000000273,Vasiliki,Papadopoulos,45,vasiliki.papadopoulos274@yg-eupolis.gr,6950583003,2017-01-27,NURSE
10000000274,Georgia,Georgiou,40,georgia.georgiou275@yg-eupolis.gr,6994210447,2023-09-02,NURSE
10000000275,Vasiliki,Alexiou,32,vasiliki.alexiou276@yg-eupolis.gr,6975326033,2014-12-10,NURSE
10000000276,Stavros,Papadopoulos,44,stavros.papadopoulos277@yg-eupolis.gr,6915064890,2025-04-27,NURSE
10000000277,Marios,Nikolaou,28,marios.nikolaou278@yg-eupolis.gr,6916761847,2015-06-08,NURSE
10000000278,Stavros,Athanasiou,28,stavros.athanasiou279@yg-eupolis.gr,6961849926,2014-05-09,NURSE
10000000279,Giannis,Nikolaou,57,giannis.nikolaou280@yg-eupolis.gr,6939348356,2018-08-16,NURSE
10000000280,Giorgos,Pavlidis,33,giorgos.pavlidis281@yg-eupolis.gr,6975300119,2023-01-30,NURSE
10000000281,Nikos,Sotiriou,33,nikos.sotiriou282@yg-eupolis.gr,6914374470,2014-03-28,NURSE
10000000282,Michalis,Papadopoulos,27,michalis.papadopoulos283@yg-eupolis.gr,6956110022,2019-05-16,NURSE
10000000283,Evangelia,Kostopoulos,33,evangelia.kostopoulos284@yg-eupolis.gr,6915521667,2018-02-04,NURSE
10000000284,Anna,Lazarou,32,anna.lazarou285@yg-eupolis.gr,6921202169,2022-10-29,NURSE
10000000285,Katerina,Konstantinou,39,katerina.konstantinou286@yg-eupolis.gr,6902771670,2013-06-02,NURSE
10000000286,Despoina,Petrou,50,despoina.petrou287@yg-eupolis.gr,6989935889,2014-02-19,NURSE
10000000287,Despoina,Theodorou,43,despoina.theodorou288@yg-eupolis.gr,6962890028,2022-07-11,NURSE
10000000288,Chrysoula,Georgiou,43,chrysoula.georgiou289@yg-eupolis.gr,6935408386,2021-01-16,NURSE
10000000289,Nikos,Kostopoulos,46,nikos.kostopoulos290@yg-eupolis.gr,6917751701,2021-01-17,NURSE
10000000290,Maria,Pavlidis,28,maria.pavlidis291@yg-eupolis.gr,6919948837,2019-08-24,NURSE
10000000291,Chrysoula,Papadopoulos,35,chrysoula.papadopoulos292@yg-eupolis.gr,6975899757,2014-07-23,NURSE
10000000292,Theodoros,Athanasiou,28,theodoros.athanasiou293@yg-eupolis.gr,6954885102,2023-01-16,NURSE
10000000293,Michalis,Theodorou,41,michalis.theodorou294@yg-eupolis.gr,6949331637,2016-04-10,NURSE
10000000294,Eleni,Sotiriou,29,eleni.sotiriou295@yg-eupolis.gr,6991779827,2012-02-05,NURSE
10000000295,Spyros,Alexiou,46,spyros.alexiou296@yg-eupolis.gr,6982922169,2025-08-05,NURSE
10000000296,Dimitra,Alexiou,41,dimitra.alexiou297@yg-eupolis.gr,6934654722,2021-04-04,NURSE
10000000297,Chrysoula,Theodorou,53,chrysoula.theodorou298@yg-eupolis.gr,6983339452,2015-12-27,NURSE
10000000298,Anna,Nikolaou,30,anna.nikolaou299@yg-eupolis.gr,6979968460,2023-09-22,NURSE
10000000299,Giorgos,Ioannou,32,giorgos.ioannou300@yg-eupolis.gr,6903424420,2018-08-14,NURSE
10000000300,Theodoros,Pavlidis,35,theodoros.pavlidis301@yg-eupolis.gr,6971983863,2023-06-17,NURSE
10000000301,Anna,Athanasiou,28,anna.athanasiou302@yg-eupolis.gr,6965800439,2021-12-08,NURSE
10000000302,Christos,Athanasiou,32,christos.athanasiou303@yg-eupolis.gr,6959893347,2015-12-24,NURSE
10000000303,Dimitris,Georgiou,44,dimitris.georgiou304@yg-eupolis.gr,6960648422,2025-02-05,NURSE
10000000304,Maria,Petrou,50,maria.petrou305@yg-eupolis.gr,6902590947,2024-11-04,NURSE
10000000305,Eleni,Sotiriou,38,eleni.sotiriou306@yg-eupolis.gr,6932818268,2024-01-17,NURSE
10000000306,Eleni,Petrou,34,eleni.petrou307@yg-eupolis.gr,6955543987,2024-08-03,NURSE
10000000307,Nikos,Athanasiou,42,nikos.athanasiou308@yg-eupolis.gr,6999305616,2017-10-02,NURSE
10000000308,Maria,Alexiou,39,maria.alexiou309@yg-eupolis.gr,6987704358,2013-11-05,NURSE
10000000309,Dimitris,Sotiriou,45,dimitris.sotiriou310@yg-eupolis.gr,6913361386,2013-08-13,NURSE
10000000310,Giorgos,Kostopoulos,38,giorgos.kostopoulos311@yg-eupolis.gr,6911024819,2017-02-07,NURSE
10000000311,Vasiliki,Ioannou,48,vasiliki.ioannou312@yg-eupolis.gr,6965061809,2013-06-02,NURSE
10000000312,Stavros,Lazarou,39,stavros.lazarou313@yg-eupolis.gr,6914491476,2020-11-10,NURSE
10000000313,Petros,Georgiou,35,petros.georgiou314@yg-eupolis.gr,6968424508,2024-06-13,NURSE
10000000314,Nikos,Papadopoulos,46,nikos.papadopoulos315@yg-eupolis.gr,6968814353,2021-04-03,NURSE
10000000315,Dimitris,Georgiou,48,dimitris.georgiou316@yg-eupolis.gr,6943129087,2024-04-29,NURSE
10000000316,Giannis,Athanasiou,23,giannis.athanasiou317@yg-eupolis.gr,6939755231,2018-05-24,NURSE
10000000317,Christos,Dimitriou,29,christos.dimitriou318@yg-eupolis.gr,6959492995,2019-02-04,NURSE
10000000318,Katerina,Papadopoulos,34,katerina.papadopoulos319@yg-eupolis.gr,6936452577,2021-12-27,NURSE
10000000319,Natalia,Vasiliou,23,natalia.vasiliou320@yg-eupolis.gr,6929142834,2013-09-18,NURSE
10000000320,Christos,Papadopoulos,32,christos.papadopoulos321@yg-eupolis.gr,6909969308,2017-11-04,NURSE
10000000321,Despoina,Sotiriou,39,despoina.sotiriou322@yg-eupolis.gr,6939427881,2020-11-24,NURSE
10000000322,Dimitra,Papadopoulos,35,dimitra.papadopoulos323@yg-eupolis.gr,6992827229,2024-09-09,NURSE
10000000323,Stavros,Theodorou,39,stavros.theodorou324@yg-eupolis.gr,6937314530,2016-08-20,NURSE
10000000324,Vasiliki,Kostopoulos,29,vasiliki.kostopoulos325@yg-eupolis.gr,6951844989,2015-11-25,NURSE
10000000325,Despoina,Ioannou,46,despoina.ioannou326@yg-eupolis.gr,6918463865,2019-09-27,NURSE
10000000326,Natalia,Kostopoulos,28,natalia.kostopoulos327@yg-eupolis.gr,6927231843,2015-05-15,NURSE
10000000327,Dimitris,Petrou,50,dimitris.petrou328@yg-eupolis.gr,6913651777,2016-09-22,NURSE
10000000328,Marios,Lazarou,28,marios.lazarou329@yg-eupolis.gr,6902992280,2024-11-01,NURSE
10000000329,Giorgos,Georgiou,33,giorgos.georgiou330@yg-eupolis.gr,6969904137,2025-08-08,NURSE
10000000330,Chrysoula,Kostopoulos,35,chrysoula.kostopoulos331@yg-eupolis.gr,6969292984,2015-10-05,NURSE
10000000331,Evangelia,Kostopoulos,46,evangelia.kostopoulos332@yg-eupolis.gr,6936621038,2023-04-24,NURSE
10000000332,Chrysoula,Georgiou,31,chrysoula.georgiou333@yg-eupolis.gr,6979908811,2022-10-25,NURSE
10000000333,Christos,Konstantinou,53,christos.konstantinou334@yg-eupolis.gr,6968650863,2022-10-24,NURSE
10000000334,Panagiota,Konstantinou,31,panagiota.konstantinou335@yg-eupolis.gr,6916247314,2025-06-02,NURSE
10000000335,Georgia,Dimitriou,33,georgia.dimitriou336@yg-eupolis.gr,6909818063,2019-01-31,NURSE
10000000336,Panagiota,Nikolaou,32,panagiota.nikolaou337@yg-eupolis.gr,6994486959,2018-03-07,NURSE
10000000337,Natalia,Dimitriou,34,natalia.dimitriou338@yg-eupolis.gr,6987258874,2018-11-17,NURSE
10000000338,Natalia,Theodorou,35,natalia.theodorou339@yg-eupolis.gr,6913721386,2019-08-04,NURSE
10000000339,Dimitris,Ioannou,28,dimitris.ioannou340@yg-eupolis.gr,6912796114,2016-12-21,NURSE
10000000340,Eleni,Konstantinou,40,eleni.konstantinou341@yg-eupolis.gr,6998490277,2012-03-28,NURSE
10000000341,Michalis,Athanasiou,44,michalis.athanasiou342@yg-eupolis.gr,6930988392,2012-10-22,NURSE
10000000342,Sofia,Athanasiou,33,sofia.athanasiou343@yg-eupolis.gr,6946566938,2012-05-05,NURSE
10000000343,Christos,Nikolaou,37,christos.nikolaou344@yg-eupolis.gr,6989554393,2022-03-14,NURSE
10000000344,Ioanna,Papadopoulos,33,ioanna.papadopoulos345@yg-eupolis.gr,6981818451,2023-07-06,NURSE
10000000345,Evangelia,Pavlidis,46,evangelia.pavlidis346@yg-eupolis.gr,6976973577,2025-02-28,NURSE
10000000346,Petros,Nikolaou,30,petros.nikolaou347@yg-eupolis.gr,6933565880,2017-11-27,NURSE
10000000347,Giannis,Nikolaou,49,giannis.nikolaou348@yg-eupolis.gr,6951827553,2024-11-12,NURSE
10000000348,Katerina,Theodorou,34,katerina.theodorou349@yg-eupolis.gr,6933343333,2019-12-26,NURSE
10000000349,Theodoros,Nikolaou,30,theodoros.nikolaou350@yg-eupolis.gr,6979080759,2019-01-27,NURSE
10000000350,Evangelia,Alexiou,36,evangelia.alexiou351@yg-eupolis.gr,6928463920,2023-10-16,NURSE
10000000351,Anastasia,Pavlidis,45,anastasia.pavlidis352@yg-eupolis.gr,6962718750,2012-04-06,NURSE
10000000352,Vasilis,Konstantinou,27,vasilis.konstantinou353@yg-eupolis.gr,6994284347,2019-09-11,NURSE
10000000353,Katerina,Kostopoulos,28,katerina.kostopoulos354@yg-eupolis.gr,6955647292,2024-11-30,NURSE
10000000354,Michalis,Nikolaou,34,michalis.nikolaou355@yg-eupolis.gr,6938663227,2012-03-20,NURSE
10000000355,Vasilis,Kostopoulos,30,vasilis.kostopoulos356@yg-eupolis.gr,6985744890,2020-12-07,NURSE
10000000356,Stavros,Georgiou,35,stavros.georgiou357@yg-eupolis.gr,6947175455,2024-07-26,NURSE
10000000357,Panagiota,Papadopoulos,31,panagiota.papadopoulos358@yg-eupolis.gr,6993998245,2019-04-17,NURSE
10000000358,Natalia,Theodorou,30,natalia.theodorou359@yg-eupolis.gr,6994722569,2024-10-26,NURSE
10000000359,Chrysoula,Alexiou,30,chrysoula.alexiou360@yg-eupolis.gr,6953554496,2018-01-31,NURSE
10000000360,Natalia,Lazarou,46,natalia.lazarou361@yg-eupolis.gr,6976220234,2013-10-17,NURSE
10000000361,Dimitris,Ioannou,31,dimitris.ioannou362@yg-eupolis.gr,6978006811,2017-11-20,NURSE
10000000362,Nikos,Athanasiou,37,nikos.athanasiou363@yg-eupolis.gr,6934722820,2012-10-14,NURSE
10000000363,Chrysoula,Alexiou,43,chrysoula.alexiou364@yg-eupolis.gr,6984872829,2025-05-27,NURSE
10000000364,Despoina,Theodorou,46,despoina.theodorou365@yg-eupolis.gr,6988457831,2021-11-28,NURSE
10000000365,Panagiota,Ioannou,32,panagiota.ioannou366@yg-eupolis.gr,6900825478,2012-03-09,NURSE
10000000366,Natalia,Kostopoulos,28,natalia.kostopoulos367@yg-eupolis.gr,6964930853,2021-03-26,NURSE
10000000367,Vasiliki,Dimitriou,50,vasiliki.dimitriou368@yg-eupolis.gr,6966341638,2018-02-05,NURSE
10000000368,Despoina,Theodorou,36,despoina.theodorou369@yg-eupolis.gr,6931224179,2022-02-26,NURSE
10000000369,Anna,Konstantinou,52,anna.konstantinou370@yg-eupolis.gr,6902080214,2018-01-14,NURSE
10000000370,Stavros,Kostopoulos,25,stavros.kostopoulos371@yg-eupolis.gr,6912073564,2023-03-06,NURSE
10000000371,Anastasia,Theodorou,27,anastasia.theodorou372@yg-eupolis.gr,6912046187,2016-01-27,NURSE
10000000372,Christos,Lazarou,35,christos.lazarou373@yg-eupolis.gr,6901367303,2022-05-03,NURSE
10000000373,Spyros,Athanasiou,28,spyros.athanasiou374@yg-eupolis.gr,6945208814,2022-10-17,NURSE
10000000374,Sofia,Petrou,25,sofia.petrou375@yg-eupolis.gr,6913650249,2014-09-07,NURSE
10000000375,Natalia,Dimitriou,29,natalia.dimitriou376@yg-eupolis.gr,6979251327,2014-01-18,NURSE
10000000376,Evangelia,Sotiriou,29,evangelia.sotiriou377@yg-eupolis.gr,6952812735,2024-07-10,NURSE
10000000377,Natalia,Alexiou,34,natalia.alexiou378@yg-eupolis.gr,6965240778,2018-08-11,NURSE
10000000378,Sofia,Konstantinou,45,sofia.konstantinou379@yg-eupolis.gr,6957498218,2015-06-23,NURSE
10000000379,Georgia,Lazarou,45,georgia.lazarou380@yg-eupolis.gr,6970862095,2017-05-10,NURSE
10000000380,Anna,Nikolaou,45,anna.nikolaou381@yg-eupolis.gr,6963878294,2019-03-27,NURSE
10000000381,Despoina,Petrou,31,despoina.petrou382@yg-eupolis.gr,6910220317,2016-04-18,NURSE
10000000382,Giorgos,Konstantinou,40,giorgos.konstantinou383@yg-eupolis.gr,6978994053,2025-08-03,NURSE
10000000383,Giorgos,Alexiou,48,giorgos.alexiou384@yg-eupolis.gr,6917058650,2017-12-17,NURSE
10000000384,Stavros,Nikolaou,37,stavros.nikolaou385@yg-eupolis.gr,6938113863,2016-05-01,NURSE
10000000385,Andreas,Athanasiou,45,andreas.athanasiou386@yg-eupolis.gr,6986195761,2015-09-28,NURSE
10000000386,Spyros,Ioannou,38,spyros.ioannou387@yg-eupolis.gr,6928975585,2020-05-03,NURSE
10000000387,Natalia,Athanasiou,51,natalia.athanasiou388@yg-eupolis.gr,6939836845,2022-02-23,NURSE
10000000388,Vasiliki,Papadopoulos,26,vasiliki.papadopoulos389@yg-eupolis.gr,6990824043,2016-10-25,NURSE
10000000389,Maria,Sotiriou,35,maria.sotiriou390@yg-eupolis.gr,6948889921,2012-11-05,NURSE
10000000390,Panagiota,Georgiou,27,panagiota.georgiou391@yg-eupolis.gr,6993344196,2024-10-05,NURSE
10000000391,Stavros,Nikolaou,34,stavros.nikolaou392@yg-eupolis.gr,6972791940,2024-12-03,NURSE
10000000392,Eleni,Sotiriou,27,eleni.sotiriou393@yg-eupolis.gr,6966139060,2018-11-01,NURSE
10000000393,Panagiotis,Pavlidis,32,panagiotis.pavlidis394@yg-eupolis.gr,6983206799,2023-04-27,NURSE
10000000394,Kostas,Ioannou,40,kostas.ioannou395@yg-eupolis.gr,6925179086,2017-11-20,NURSE
10000000395,Vasilis,Pavlidis,50,vasilis.pavlidis396@yg-eupolis.gr,6927837693,2024-08-02,NURSE
10000000396,Kostas,Nikolaou,41,kostas.nikolaou397@yg-eupolis.gr,6991166553,2019-03-12,NURSE
10000000397,Ioanna,Athanasiou,37,ioanna.athanasiou398@yg-eupolis.gr,6959792703,2016-06-23,NURSE
10000000398,Katerina,Sotiriou,30,katerina.sotiriou399@yg-eupolis.gr,6903924051,2018-11-04,NURSE
10000000399,Anastasia,Papadopoulos,34,anastasia.papadopoulos400@yg-eupolis.gr,6983388487,2015-03-03,NURSE
10000000400,Vasilis,Konstantinou,44,vasilis.konstantinou401@yg-eupolis.gr,6942043940,2022-06-05,NURSE
10000000401,Nikos,Ioannou,36,nikos.ioannou402@yg-eupolis.gr,6951046368,2014-03-26,NURSE
10000000402,Anastasia,Lazarou,45,anastasia.lazarou403@yg-eupolis.gr,6923878003,2023-11-15,NURSE
10000000403,Panagiota,Kostopoulos,33,panagiota.kostopoulos404@yg-eupolis.gr,6955543840,2017-10-11,NURSE
10000000404,Evangelia,Lazarou,45,evangelia.lazarou405@yg-eupolis.gr,6932562168,2017-02-06,NURSE
10000000405,Sofia,Konstantinou,33,sofia.konstantinou406@yg-eupolis.gr,6964957823,2016-02-10,ADMIN
10000000406,Michalis,Georgiou,43,michalis.georgiou407@yg-eupolis.gr,6982629251,2024-12-15,ADMIN
10000000407,Dimitris,Petrou,33,dimitris.petrou408@yg-eupolis.gr,6905664742,2017-03-20,ADMIN
10000000408,Dimitris,Georgiou,25,dimitris.georgiou409@yg-eupolis.gr,6999499939,2018-03-18,ADMIN
10000000409,Marios,Papadopoulos,46,marios.papadopoulos410@yg-eupolis.gr,6917289752,2021-09-10,ADMIN
10000000410,Anastasia,Georgiou,34,anastasia.georgiou411@yg-eupolis.gr,6933060463,2017-07-20,ADMIN
10000000411,Nikos,Georgiou,52,nikos.georgiou412@yg-eupolis.gr,6997573660,2021-07-14,ADMIN
10000000412,Vasiliki,Konstantinou,58,vasiliki.konstantinou413@yg-eupolis.gr,6980817703,2024-08-20,ADMIN
10000000413,Anna,Papadopoulos,48,anna.papadopoulos414@yg-eupolis.gr,6980347644,2023-05-08,ADMIN
10000000414,Vasilis,Vasiliou,27,vasilis.vasiliou415@yg-eupolis.gr,6982771812,2025-04-04,ADMIN
10000000415,Vasilis,Ioannou,44,vasilis.ioannou416@yg-eupolis.gr,6970279371,2018-08-11,ADMIN
10000000416,Anna,Athanasiou,34,anna.athanasiou417@yg-eupolis.gr,6911175186,2024-06-23,ADMIN
10000000417,Vasilis,Pavlidis,48,vasilis.pavlidis418@yg-eupolis.gr,6902592222,2014-02-25,ADMIN
10000000418,Georgia,Vasiliou,52,georgia.vasiliou419@yg-eupolis.gr,6942123094,2013-04-11,ADMIN
10000000419,Anastasia,Lazarou,55,anastasia.lazarou420@yg-eupolis.gr,6980973397,2023-03-07,ADMIN
10000000420,Anastasia,Nikolaou,24,anastasia.nikolaou421@yg-eupolis.gr,6938498302,2016-04-29,ADMIN
10000000421,Marios,Petrou,26,marios.petrou422@yg-eupolis.gr,6920994510,2015-06-12,ADMIN
10000000422,Katerina,Georgiou,42,katerina.georgiou423@yg-eupolis.gr,6999982795,2013-10-21,ADMIN
10000000423,Theodoros,Vasiliou,44,theodoros.vasiliou424@yg-eupolis.gr,6956168147,2016-01-08,ADMIN
10000000424,Stavros,Lazarou,41,stavros.lazarou425@yg-eupolis.gr,6958683390,2015-06-15,ADMIN
10000000425,Petros,Theodorou,42,petros.theodorou426@yg-eupolis.gr,6969548995,2015-11-29,ADMIN
10000000426,Dimitra,Theodorou,55,dimitra.theodorou427@yg-eupolis.gr,6972934301,2013-07-16,ADMIN
10000000427,Despoina,Sotiriou,31,despoina.sotiriou428@yg-eupolis.gr,6939660558,2017-10-06,ADMIN
10000000428,Marios,Dimitriou,42,marios.dimitriou429@yg-eupolis.gr,6941448850,2015-07-22,ADMIN
10000000429,Panagiota,Ioannou,25,panagiota.ioannou430@yg-eupolis.gr,6923557702,2023-10-20,ADMIN
10000000430,Marios,Kostopoulos,58,marios.kostopoulos431@yg-eupolis.gr,6957608495,2025-01-07,ADMIN
10000000431,Kostas,Konstantinou,45,kostas.konstantinou432@yg-eupolis.gr,6951240568,2016-09-21,ADMIN
10000000432,Katerina,Konstantinou,31,katerina.konstantinou433@yg-eupolis.gr,6945046173,2021-05-03,ADMIN
10000000433,Chrysoula,Vasiliou,37,chrysoula.vasiliou434@yg-eupolis.gr,6984215031,2022-12-15,ADMIN
10000000434,Theodoros,Kostopoulos,56,theodoros.kostopoulos435@yg-eupolis.gr,6923578452,2015-03-16,ADMIN
10000000435,Kostas,Theodorou,26,kostas.theodorou436@yg-eupolis.gr,6976810409,2014-12-15,ADMIN
10000000436,Anastasia,Alexiou,26,anastasia.alexiou437@yg-eupolis.gr,6918409435,2017-07-01,ADMIN
10000000437,Giannis,Vasiliou,58,giannis.vasiliou438@yg-eupolis.gr,6957142241,2013-05-05,ADMIN
10000000438,Kostas,Pavlidis,46,kostas.pavlidis439@yg-eupolis.gr,6985424932,2014-08-07,ADMIN
10000000439,Ioanna,Alexiou,45,ioanna.alexiou440@yg-eupolis.gr,6987020701,2021-08-09,ADMIN
10000000440,Nikos,Ioannou,49,nikos.ioannou441@yg-eupolis.gr,6929979545,2017-06-12,ADMIN
10000000441,Christos,Sotiriou,53,christos.sotiriou442@yg-eupolis.gr,6992171747,2023-07-22,ADMIN
10000000442,Kostas,Georgiou,40,kostas.georgiou443@yg-eupolis.gr,6956255770,2014-06-20,ADMIN
10000000443,Eleni,Petrou,54,eleni.petrou444@yg-eupolis.gr,6972459928,2015-04-24,ADMIN
10000000444,Chrysoula,Theodorou,30,chrysoula.theodorou445@yg-eupolis.gr,6958148769,2022-04-10,ADMIN
10000000445,Andreas,Dimitriou,34,andreas.dimitriou446@yg-eupolis.gr,6976153966,2020-09-04,ADMIN
10000000446,Dimitris,Athanasiou,28,dimitris.athanasiou447@yg-eupolis.gr,6997199758,2015-03-11,ADMIN
10000000447,Katerina,Vasiliou,49,katerina.vasiliou448@yg-eupolis.gr,6919196570,2015-01-12,ADMIN
10000000448,Michalis,Georgiou,24,michalis.georgiou449@yg-eupolis.gr,6922784699,2023-01-12,ADMIN
10000000449,Kostas,Athanasiou,44,kostas.athanasiou450@yg-eupolis.gr,6949465190,2024-06-13,ADMIN
10000000450,Chrysoula,Georgiou,42,chrysoula.georgiou451@yg-eupolis.gr,6905800851,2019-05-01,ADMIN
10000000451,Kostas,Ioannou,49,kostas.ioannou452@yg-eupolis.gr,6956666832,2023-08-27,ADMIN
10000000452,Kostas,Pavlidis,48,kostas.pavlidis453@yg-eupolis.gr,6956242201,2013-05-09,ADMIN
10000000453,Stavros,Alexiou,55,stavros.alexiou454@yg-eupolis.gr,6962126796,2017-01-12,ADMIN
10000000454,Dimitra,Ioannou,52,dimitra.ioannou455@yg-eupolis.gr,6965326909,2024-03-04,ADMIN
10000000455,Stavros,Pavlidis,41,stavros.pavlidis456@yg-eupolis.gr,6968950097,2021-04-08,ADMIN
10000000456,Andreas,Kostopoulos,29,andreas.kostopoulos457@yg-eupolis.gr,6928478189,2014-12-26,ADMIN
10000000457,Petros,Athanasiou,28,petros.athanasiou458@yg-eupolis.gr,6989490580,2023-07-08,ADMIN
10000000458,Dimitra,Alexiou,54,dimitra.alexiou459@yg-eupolis.gr,6995654420,2019-10-27,ADMIN
10000000459,Maria,Athanasiou,54,maria.athanasiou460@yg-eupolis.gr,6992904904,2023-11-16,ADMIN
10000000460,Dimitris,Pavlidis,28,dimitris.pavlidis461@yg-eupolis.gr,6944294440,2015-07-03,ADMIN
10000000461,Christos,Konstantinou,33,christos.konstantinou462@yg-eupolis.gr,6975243728,2013-09-29,ADMIN
10000000462,Eleni,Georgiou,33,eleni.georgiou463@yg-eupolis.gr,6976637239,2020-09-27,ADMIN
10000000463,Marios,Vasiliou,31,marios.vasiliou464@yg-eupolis.gr,6902767478,2018-03-30,ADMIN
10000000464,Despoina,Theodorou,48,despoina.theodorou465@yg-eupolis.gr,6974286047,2021-07-27,ADMIN
10000000465,Dimitra,Athanasiou,26,dimitra.athanasiou466@yg-eupolis.gr,6918569454,2018-12-28,ADMIN
10000000466,Giannis,Athanasiou,49,giannis.athanasiou467@yg-eupolis.gr,6973938525,2025-04-14,ADMIN
10000000467,Marios,Papadopoulos,28,marios.papadopoulos468@yg-eupolis.gr,6906181753,2019-05-10,ADMIN
10000000468,Sofia,Papadopoulos,25,sofia.papadopoulos469@yg-eupolis.gr,6991093911,2014-12-09,ADMIN
10000000469,Vasilis,Athanasiou,35,vasilis.athanasiou470@yg-eupolis.gr,6912447174,2022-07-30,ADMIN
10000000470,Georgia,Georgiou,28,georgia.georgiou471@yg-eupolis.gr,6940665044,2016-12-28,ADMIN
10000000471,Eleni,Kostopoulos,36,eleni.kostopoulos472@yg-eupolis.gr,6996271286,2017-11-25,ADMIN
10000000472,Christos,Kostopoulos,40,christos.kostopoulos473@yg-eupolis.gr,6910119470,2024-03-01,ADMIN
10000000473,Marios,Athanasiou,24,marios.athanasiou474@yg-eupolis.gr,6906425690,2024-07-24,ADMIN
