+---------------------+------------+--------------+--------------+-----------------+-----------------------+----------------------+-----------------+-------+
| initial_doctor_amka | first_name | last_name    | doctor_rank  | supervisor_amka | supervisor_first_name | supervisor_last_name | supervisor_rank | level |
| 10000000115         | Panagiota  | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     1 |
| 10000000116         | Andreas    | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     1 |
| 10000000117         | Evangelia  | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     1 |
| 10000000118         | Dimitra    | Konstantinou | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     1 |
| 10000000119         | Chrysoula  | Konstantinou | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     1 |
| 10000000120         | Dimitra    | Alexiou      | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     1 |
| 10000000121         | Chrysoula  | Nikolaou     | CONSULTANT_B | 10000000120     | Dimitra               | Alexiou              | CONSULTANT_A    |     1 |
| 10000000121         | Dimitra    | Alexiou      | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000122         | Dimitris   | Athanasiou   | CONSULTANT_B | 10000000117     | Evangelia             | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000122         | Evangelia  | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000123         | Ioanna     | Athanasiou   | CONSULTANT_B | 10000000113     | Nikos                 | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000123         | Nikos      | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000124         | Petros     | Ioannou      | CONSULTANT_B | 10000000114     | Panagiota             | Ioannou              | CONSULTANT_A    |     1 |
| 10000000124         | Panagiota  | Ioannou      | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000125         | Panagiotis | Dimitriou    | CONSULTANT_B | 10000000116     | Andreas               | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000125         | Andreas    | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000126         | Michalis   | Petrou       | CONSULTANT_B | 10000000113     | Nikos                 | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000126         | Nikos      | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000127         | Dimitra    | Kostopoulos  | CONSULTANT_B | 10000000115     | Panagiota             | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000127         | Panagiota  | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000128         | Vasilis    | Georgiou     | CONSULTANT_B | 10000000115     | Panagiota             | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000128         | Panagiota  | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000129         | Eleni      | Ioannou      | RESIDENT     | 10000000114     | Panagiota             | Ioannou              | CONSULTANT_A    |     1 |
| 10000000129         | Panagiota  | Ioannou      | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000130         | Natalia    | Georgiou     | RESIDENT     | 10000000125     | Panagiotis            | Dimitriou            | CONSULTANT_B    |     1 |
| 10000000130         | Panagiotis | Dimitriou    | CONSULTANT_B | 10000000116     | Andreas               | Vasiliou             | CONSULTANT_A    |     2 |
| 10000000130         | Andreas    | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     3 |
| 10000000131         | Andreas    | Alexiou      | RESIDENT     | 10000000128     | Vasilis               | Georgiou             | CONSULTANT_B    |     1 |
| 10000000131         | Vasilis    | Georgiou     | CONSULTANT_B | 10000000115     | Panagiota             | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000131         | Panagiota  | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     3 |
| 10000000132         | Anna       | Konstantinou | RESIDENT     | 10000000118     | Dimitra               | Konstantinou         | CONSULTANT_A    |     1 |
| 10000000132         | Dimitra    | Konstantinou | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000133         | Despoina   | Sotiriou     | RESIDENT     | 10000000122     | Dimitris              | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000133         | Dimitris   | Athanasiou   | CONSULTANT_B | 10000000117     | Evangelia             | Vasiliou             | CONSULTANT_A    |     2 |
| 10000000133         | Evangelia  | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     3 |
| 10000000134         | Andreas    | Theodorou    | RESIDENT     | 10000000114     | Panagiota             | Ioannou              | CONSULTANT_A    |     1 |
| 10000000134         | Panagiota  | Ioannou      | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000135         | Stavros    | Georgiou     | RESIDENT     | 10000000113     | Nikos                 | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000135         | Nikos      | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000136         | Despoina   | Sotiriou     | RESIDENT     | 10000000122     | Dimitris              | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000136         | Dimitris   | Athanasiou   | CONSULTANT_B | 10000000117     | Evangelia             | Vasiliou             | CONSULTANT_A    |     2 |
| 10000000136         | Evangelia  | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     3 |
| 10000000137         | Anna       | Dimitriou    | RESIDENT     | 10000000116     | Andreas               | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000137         | Andreas    | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     2 |
| 10000000138         | Chrysoula  | Petrou       | RESIDENT     | 10000000123     | Ioanna                | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000138         | Ioanna     | Athanasiou   | CONSULTANT_B | 10000000113     | Nikos                 | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000138         | Nikos      | Athanasiou   | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     3 |
| 10000000139         | Evangelia  | Pavlidis     | RESIDENT     | 10000000122     | Dimitris              | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000139         | Dimitris   | Athanasiou   | CONSULTANT_B | 10000000117     | Evangelia             | Vasiliou             | CONSULTANT_A    |     2 |
| 10000000139         | Evangelia  | Vasiliou     | CONSULTANT_A | 10000000112     | Georgia               | Kostopoulos          | DIRECTOR        |     3 |
| 10000000141         | Stavros    | Petrou       | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000142         | Dimitris   | Georgiou     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000143         | Giannis    | Athanasiou   | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000144         | Panagiota  | Konstantinou | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000145         | Theodoros  | Dimitriou    | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000146         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000147         | Katerina   | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000148         | Giorgos    | Ioannou      | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000149         | Panagiota  | Alexiou      | CONSULTANT_B | 10000000147     | Katerina              | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000149         | Katerina   | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000150         | Stavros    | Dimitriou    | CONSULTANT_B | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     1 |
| 10000000151         | Katerina   | Vasiliou     | CONSULTANT_B | 10000000143     | Giannis               | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000151         | Giannis    | Athanasiou   | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000152         | Petros     | Konstantinou | CONSULTANT_B | 10000000142     | Dimitris              | Georgiou             | CONSULTANT_A    |     1 |
| 10000000152         | Dimitris   | Georgiou     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000153         | Sofia      | Lazarou      | CONSULTANT_B | 10000000146     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000153         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000154         | Marios     | Athanasiou   | CONSULTANT_B | 10000000144     | Panagiota             | Konstantinou         | CONSULTANT_A    |     1 |
| 10000000154         | Panagiota  | Konstantinou | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000155         | Theodoros  | Pavlidis     | CONSULTANT_B | 10000000146     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000155         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000156         | Vasilis    | Dimitriou    | CONSULTANT_B | 10000000147     | Katerina              | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000156         | Katerina   | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000157         | Michalis   | Nikolaou     | RESIDENT     | 10000000151     | Katerina              | Vasiliou             | CONSULTANT_B    |     1 |
| 10000000157         | Katerina   | Vasiliou     | CONSULTANT_B | 10000000143     | Giannis               | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000157         | Giannis    | Athanasiou   | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000158         | Evangelia  | Dimitriou    | RESIDENT     | 10000000141     | Stavros               | Petrou               | CONSULTANT_A    |     1 |
| 10000000158         | Stavros    | Petrou       | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000159         | Georgia    | Vasiliou     | RESIDENT     | 10000000149     | Panagiota             | Alexiou              | CONSULTANT_B    |     1 |
| 10000000159         | Panagiota  | Alexiou      | CONSULTANT_B | 10000000147     | Katerina              | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000159         | Katerina   | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000160         | Stavros    | Georgiou     | RESIDENT     | 10000000155     | Theodoros             | Pavlidis             | CONSULTANT_B    |     1 |
| 10000000160         | Theodoros  | Pavlidis     | CONSULTANT_B | 10000000146     | Andreas               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000160         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000161         | Georgia    | Sotiriou     | RESIDENT     | 10000000156     | Vasilis               | Dimitriou            | CONSULTANT_B    |     1 |
| 10000000161         | Vasilis    | Dimitriou    | CONSULTANT_B | 10000000147     | Katerina              | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000161         | Katerina   | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000162         | Spyros     | Papadopoulos | RESIDENT     | 10000000148     | Giorgos               | Ioannou              | CONSULTANT_A    |     1 |
| 10000000162         | Giorgos    | Ioannou      | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000163         | Panagiota  | Papadopoulos | RESIDENT     | 10000000152     | Petros                | Konstantinou         | CONSULTANT_B    |     1 |
| 10000000163         | Petros     | Konstantinou | CONSULTANT_B | 10000000142     | Dimitris              | Georgiou             | CONSULTANT_A    |     2 |
| 10000000163         | Dimitris   | Georgiou     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000164         | Dimitra    | Vasiliou     | RESIDENT     | 10000000153     | Sofia                 | Lazarou              | CONSULTANT_B    |     1 |
| 10000000164         | Sofia      | Lazarou      | CONSULTANT_B | 10000000146     | Andreas               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000164         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000165         | Chrysoula  | Petrou       | RESIDENT     | 10000000154     | Marios                | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000165         | Marios     | Athanasiou   | CONSULTANT_B | 10000000144     | Panagiota             | Konstantinou         | CONSULTANT_A    |     2 |
| 10000000165         | Panagiota  | Konstantinou | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000166         | Nikos      | Ioannou      | RESIDENT     | 10000000146     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000166         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     2 |
| 10000000167         | Kostas     | Dimitriou    | RESIDENT     | 10000000153     | Sofia                 | Lazarou              | CONSULTANT_B    |     1 |
| 10000000167         | Sofia      | Lazarou      | CONSULTANT_B | 10000000146     | Andreas               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000167         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000140     | Despoina              | Pavlidis             | DIRECTOR        |     3 |
| 10000000169         | Giorgos    | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000170         | Eleni      | Papadopoulos | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000171         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000172         | Vasiliki   | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000173         | Maria      | Ioannou      | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000174         | Petros     | Petrou       | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000175         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000176         | Sofia      | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     1 |
| 10000000177         | Dimitra    | Papadopoulos | CONSULTANT_B | 10000000176     | Sofia                 | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000177         | Sofia      | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000178         | Natalia    | Petrou       | CONSULTANT_B | 10000000171     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000178         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000179         | Panagiota  | Ioannou      | CONSULTANT_B | 10000000169     | Giorgos               | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000179         | Giorgos    | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000180         | Panagiotis | Vasiliou     | CONSULTANT_B | 10000000175     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000180         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000181         | Maria      | Sotiriou     | CONSULTANT_B | 10000000171     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000181         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000182         | Anastasia  | Dimitriou    | CONSULTANT_B | 10000000173     | Maria                 | Ioannou              | CONSULTANT_A    |     1 |
| 10000000182         | Maria      | Ioannou      | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000183         | Maria      | Theodorou    | CONSULTANT_B | 10000000170     | Eleni                 | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000183         | Eleni      | Papadopoulos | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000184         | Despoina   | Lazarou      | CONSULTANT_B | 10000000173     | Maria                 | Ioannou              | CONSULTANT_A    |     1 |
| 10000000184         | Maria      | Ioannou      | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000185         | Michalis   | Athanasiou   | RESIDENT     | 10000000174     | Petros                | Petrou               | CONSULTANT_A    |     1 |
| 10000000185         | Petros     | Petrou       | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000186         | Vasiliki   | Konstantinou | RESIDENT     | 10000000170     | Eleni                 | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000186         | Eleni      | Papadopoulos | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000187         | Panagiotis | Lazarou      | RESIDENT     | 10000000181     | Maria                 | Sotiriou             | CONSULTANT_B    |     1 |
| 10000000187         | Maria      | Sotiriou     | CONSULTANT_B | 10000000171     | Andreas               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000187         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     3 |
| 10000000188         | Vasiliki   | Theodorou    | RESIDENT     | 10000000178     | Natalia               | Petrou               | CONSULTANT_B    |     1 |
| 10000000188         | Natalia    | Petrou       | CONSULTANT_B | 10000000171     | Andreas               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000188         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     3 |
| 10000000189         | Katerina   | Sotiriou     | RESIDENT     | 10000000176     | Sofia                 | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000189         | Sofia      | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000190         | Theodoros  | Theodorou    | RESIDENT     | 10000000182     | Anastasia             | Dimitriou            | CONSULTANT_B    |     1 |
| 10000000190         | Anastasia  | Dimitriou    | CONSULTANT_B | 10000000173     | Maria                 | Ioannou              | CONSULTANT_A    |     2 |
| 10000000190         | Maria      | Ioannou      | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     3 |
| 10000000191         | Theodoros  | Sotiriou     | RESIDENT     | 10000000171     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000191         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000192         | Dimitra    | Vasiliou     | RESIDENT     | 10000000172     | Vasiliki              | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000192         | Vasiliki   | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000193         | Chrysoula  | Athanasiou   | RESIDENT     | 10000000169     | Giorgos               | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000193         | Giorgos    | Vasiliou     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000194         | Despoina   | Ioannou      | RESIDENT     | 10000000175     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000194         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     2 |
| 10000000195         | Stavros    | Kostopoulos  | RESIDENT     | 10000000184     | Despoina              | Lazarou              | CONSULTANT_B    |     1 |
| 10000000195         | Despoina   | Lazarou      | CONSULTANT_B | 10000000173     | Maria                 | Ioannou              | CONSULTANT_A    |     2 |
| 10000000195         | Maria      | Ioannou      | CONSULTANT_A | 10000000168     | Theodoros             | Konstantinou         | DIRECTOR        |     3 |
| 10000000197         | Eleni      | Theodorou    | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000198         | Andreas    | Athanasiou   | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000199         | Panagiota  | Ioannou      | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000200         | Sofia      | Pavlidis     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000201         | Spyros     | Alexiou      | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000202         | Giorgos    | Vasiliou     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000203         | Giannis    | Nikolaou     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000204         | Kostas     | Nikolaou     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     1 |
| 10000000205         | Katerina   | Petrou       | CONSULTANT_B | 10000000204     | Kostas                | Nikolaou             | CONSULTANT_A    |     1 |
| 10000000205         | Kostas     | Nikolaou     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000206         | Petros     | Kostopoulos  | CONSULTANT_B | 10000000199     | Panagiota             | Ioannou              | CONSULTANT_A    |     1 |
| 10000000206         | Panagiota  | Ioannou      | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000207         | Giorgos    | Lazarou      | CONSULTANT_B | 10000000198     | Andreas               | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000207         | Andreas    | Athanasiou   | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000208         | Sofia      | Ioannou      | CONSULTANT_B | 10000000200     | Sofia                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000208         | Sofia      | Pavlidis     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000209         | Eleni      | Alexiou      | CONSULTANT_B | 10000000197     | Eleni                 | Theodorou            | CONSULTANT_A    |     1 |
| 10000000209         | Eleni      | Theodorou    | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000210         | Anna       | Konstantinou | CONSULTANT_B | 10000000200     | Sofia                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000210         | Sofia      | Pavlidis     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000211         | Despoina   | Lazarou      | CONSULTANT_B | 10000000202     | Giorgos               | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000211         | Giorgos    | Vasiliou     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000212         | Stavros    | Vasiliou     | CONSULTANT_B | 10000000202     | Giorgos               | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000212         | Giorgos    | Vasiliou     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000213         | Eleni      | Konstantinou | RESIDENT     | 10000000201     | Spyros                | Alexiou              | CONSULTANT_A    |     1 |
| 10000000213         | Spyros     | Alexiou      | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000214         | Nikos      | Dimitriou    | RESIDENT     | 10000000200     | Sofia                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000214         | Sofia      | Pavlidis     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000215         | Natalia    | Dimitriou    | RESIDENT     | 10000000208     | Sofia                 | Ioannou              | CONSULTANT_B    |     1 |
| 10000000215         | Sofia      | Ioannou      | CONSULTANT_B | 10000000200     | Sofia                 | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000215         | Sofia      | Pavlidis     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     3 |
| 10000000216         | Stavros    | Dimitriou    | RESIDENT     | 10000000199     | Panagiota             | Ioannou              | CONSULTANT_A    |     1 |
| 10000000216         | Panagiota  | Ioannou      | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000217         | Petros     | Nikolaou     | RESIDENT     | 10000000208     | Sofia                 | Ioannou              | CONSULTANT_B    |     1 |
| 10000000217         | Sofia      | Ioannou      | CONSULTANT_B | 10000000200     | Sofia                 | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000217         | Sofia      | Pavlidis     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     3 |
| 10000000218         | Evangelia  | Lazarou      | RESIDENT     | 10000000209     | Eleni                 | Alexiou              | CONSULTANT_B    |     1 |
| 10000000218         | Eleni      | Alexiou      | CONSULTANT_B | 10000000197     | Eleni                 | Theodorou            | CONSULTANT_A    |     2 |
| 10000000218         | Eleni      | Theodorou    | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     3 |
| 10000000219         | Chrysoula  | Theodorou    | RESIDENT     | 10000000200     | Sofia                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000219         | Sofia      | Pavlidis     | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000220         | Andreas    | Konstantinou | RESIDENT     | 10000000207     | Giorgos               | Lazarou              | CONSULTANT_B    |     1 |
| 10000000220         | Giorgos    | Lazarou      | CONSULTANT_B | 10000000198     | Andreas               | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000220         | Andreas    | Athanasiou   | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     3 |
| 10000000221         | Sofia      | Athanasiou   | RESIDENT     | 10000000206     | Petros                | Kostopoulos          | CONSULTANT_B    |     1 |
| 10000000221         | Petros     | Kostopoulos  | CONSULTANT_B | 10000000199     | Panagiota             | Ioannou              | CONSULTANT_A    |     2 |
| 10000000221         | Panagiota  | Ioannou      | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     3 |
| 10000000222         | Vasiliki   | Vasiliou     | RESIDENT     | 10000000207     | Giorgos               | Lazarou              | CONSULTANT_B    |     1 |
| 10000000222         | Giorgos    | Lazarou      | CONSULTANT_B | 10000000198     | Andreas               | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000222         | Andreas    | Athanasiou   | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     3 |
| 10000000223         | Kostas     | Athanasiou   | RESIDENT     | 10000000201     | Spyros                | Alexiou              | CONSULTANT_A    |     1 |
